"SEXO";"EDAD";"ESTC";"NIVELEST";"SIT_LAB";"TIP_JOR";"ACTIV";"OCUPACION1";"OCUPACION2";"ING_HOG";"TIP_H";"TOT_MH";"TOTAL10_15";"TOT_MEN16";"TOT_MAY74";"TOT_16_64_T";"TOT_16_64_NT";"TOT_16_24_E";"INTEFOR1";"INTEFOR2";"SERV14_1";"SERV14_2";"SERV14_3";"SERV14_4";"SERV14_5";"SERV14_6";"SERV15_1";"SERV15_2";"SERV15_3";"SERV15_4";"SERV15_5";"SERV15_6";"SERV16_1";"SERV16_2";"SERV16_3";"SERV16_4";"SERV17_1";"SERV17_2";"SERV17_3";"ALMINT";"SERV18_1";"SERV18_2";"SERV18_3";"COMPRAS";"ULT_COM";"PROD1";"PROD2";"PROD3";"PROD4";"PROD5";"PROD6";"PROD7";"PROD8";"PROD9";"PROD10";"PROD11";"PROD12";"PROD13";"PROD14";"PROD15";"PROD16";"VENDPRIV";"VENDEDOR1";"VENDEDOR2";"VENDEDOR3";"VENDEDOR4";"NCOMPRAS";"VCOMPRAS";"NCOMPRAS_cont";"VCOMPRAS_cont"
6;30;1;5;0;NA;NA;NA;NA;2;4;3;0;1;0;0;2;0;1;1;1;1;1;1;1;6;1;1;1;1;1;6;1;1;1;1;6;6;1;6;6;6;1;1;1;1;6;1;6;6;6;6;6;6;6;1;6;1;6;6;6;1;1;6;6;6;1;1;2;31
1;53;2;2;1;1;2;1;6;2;4;4;0;0;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;79;3;3;6;NA;NA;NA;NA;3;1;1;0;0;1;0;0;0;1;6;1;6;6;6;1;1;6;6;1;6;1;6;6;1;6;1;6;1;6;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;34;2;7;1;1;6;6;6;5;4;4;0;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;1;6;6;1;6;6;6;6;6;1;1;1;1;1;1;6;6;6;6;6;6;6;1;6;6;6;6;6;1;6;6;6;1;3;2;193
6;41;1;5;1;1;3;6;6;3;4;4;0;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;1;1;1;6;1;6;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;6;1;6;6;6;2;8;4;NA
1;39;1;8;1;1;9;6;6;5;4;3;0;1;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;6;1;1;1;1;1;1;1;1;6;6;1;2;6;6;1;1;2;1;2;6;6;6;6;6;1;1;1;6;6;4;7;14;1030
6;70;2;1;6;NA;NA;NA;NA;6;3;2;0;0;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;24;1;6;1;1;4;6;6;2;5;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;1;6;6;1;1;1;6;6;1;6;1;1;1;2;6;2;6;6;1;6;1;6;1;2;1;1;6;1;2;1;6;1;6;2;2;5;74
6;40;2;6;1;1;9;6;6;4;4;4;1;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;1;1;6;1;6;6;1;1;1;1;1;2;2;1;6;6;6;2;1;6;6;2;2;2;6;6;2;6;1;6;6;6;1;2;1;100
1;19;1;3;5;NA;NA;NA;NA;2;4;5;0;0;0;1;4;1;1;6;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;1;1;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;1;6;6;6;2;8;5;NA
6;48;2;6;1;1;9;6;6;4;4;3;1;1;0;1;1;0;1;1;6;1;6;1;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;1;6;6;6;1;1;2;1;51
6;46;2;7;1;1;2;6;1;4;4;4;1;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;1;6;1;6;1;1;1;1;1;1;6;6;2;2;2;1;2;6;6;6;6;6;6;1;6;1;1;1;6;4;3;23;296
6;78;2;2;0;NA;NA;NA;NA;6;4;3;0;0;2;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;51;1;7;1;1;10;6;6;5;4;3;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;1;1;1;1;6;1;6;1;1;1;1;1;1;1;1;1;1;2;1;6;1;1;6;6;1;2;1;1;1;6;4;3;12;106
1;36;1;3;1;1;1;6;6;6;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;1;6;6;6;6;2;1;1;1;1;6;1;8;1;NA
1;19;1;3;5;NA;NA;NA;NA;6;4;3;0;0;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;1;1;6;1;1;1;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;1;2;1;75
1;68;2;1;6;NA;NA;NA;NA;2;4;3;0;0;0;1;0;0;6;1;6;6;6;1;1;1;6;6;6;1;6;6;1;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;37;2;6;2;1;9;6;6;3;4;4;1;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;1;1;1;1;6;1;1;1;1;6;6;6;1;6;6;1;6;6;6;6;6;1;6;6;6;1;1;6;6;6;1;8;1;NA
1;46;2;6;3;1;8;6;6;5;4;4;1;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;1;1;1;6;6;6;6;6;6;1;1;6;6;1;6;6;6;1;6;1;1;6;1;6;2;2;5;62
6;49;1;2;1;1;10;1;6;3;4;6;0;1;0;2;2;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;1;1;1;1;1;6;1;1;1;1;1;1;6;6;6;6;6;6;6;6;1;1;1;6;6;6;1;1;1;1;6;2;3;5;291
1;39;1;8;2;1;10;6;6;2;5;2;0;0;0;1;1;0;1;6;1;1;1;1;1;1;1;6;1;1;6;6;1;6;6;6;6;1;1;1;1;1;1;1;1;6;6;6;6;6;6;1;6;6;6;6;6;6;6;2;6;1;1;6;6;6;2;2;4;78
6;54;5;5;0;NA;NA;NA;NA;2;2;5;0;1;0;0;4;0;1;1;1;6;6;1;1;1;1;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;48;1;5;1;1;5;6;1;3;1;1;0;0;0;1;0;0;1;1;1;6;6;1;6;1;6;6;1;6;6;6;6;1;6;6;6;1;6;6;1;6;6;1;1;6;6;1;6;6;6;6;2;2;6;6;6;6;6;6;6;6;1;6;6;6;1;2;1;62
1;61;2;2;4;NA;NA;NA;NA;4;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;1;6;1;6;6;6;1;1;1;6;6;6;6;6;6;2;6;6;6;1;1;6;6;1;6;1;6;6;6;3;3;7;214
6;62;2;1;2;1;9;6;6;2;3;2;0;0;0;1;0;0;6;1;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;69;1;1;6;NA;NA;NA;NA;6;1;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;30;1;3;3;1;4;6;6;2;1;1;0;0;0;1;0;0;1;1;1;6;6;1;1;1;6;6;1;6;6;6;6;6;6;6;6;1;6;6;1;6;6;1;1;2;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;NA;NA;NA;NA;1;1;2;9
6;47;2;3;2;1;9;6;6;3;4;3;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;1;6;1;6;6;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;1;1;2;48
6;63;2;8;1;1;9;6;6;4;5;2;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;1;1;6;1;6;1;1;1;6;1;2;2;6;6;6;6;6;2;6;6;6;2;6;2;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
1;86;2;1;0;NA;NA;NA;NA;1;2;2;0;0;2;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;66;5;1;0;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;6;6;6;1;1;6;1;6;6;6;6;6;1;6;6;6;6;1;1;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;1;6;1;6;6;1;2;1;63
1;67;2;1;6;NA;NA;NA;NA;6;3;2;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;62;1;7;7;NA;NA;NA;NA;6;1;1;0;0;0;0;1;0;1;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;93;3;0;0;NA;NA;NA;NA;6;5;2;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;56;1;3;1;1;9;6;6;6;4;3;0;0;0;3;0;0;1;1;1;1;6;1;1;1;1;6;1;1;6;6;1;6;6;6;6;1;6;6;6;1;6;1;1;2;1;6;2;6;6;6;6;2;6;6;6;6;6;1;1;6;1;6;6;6;1;3;2;206
1;68;1;0;6;NA;NA;NA;NA;1;5;3;0;0;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;97;3;6;6;NA;NA;NA;NA;3;5;2;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;75;3;2;6;NA;NA;NA;NA;5;1;1;0;0;1;0;0;0;1;1;1;1;6;1;1;6;6;6;6;1;1;6;6;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;1;6;6;6;6;6;1;1;1;6;6;6;6;1;1;6;6;6;2;4;3;321
6;64;3;2;1;1;9;6;6;4;1;1;0;0;0;1;0;0;1;6;1;1;6;1;1;1;6;6;6;6;6;6;1;6;6;6;6;1;6;6;1;1;1;1;2;6;6;2;6;6;6;6;2;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;19;1;3;5;NA;NA;NA;NA;2;4;3;0;0;0;0;3;1;1;1;1;1;1;1;1;1;1;6;1;1;1;6;1;1;6;6;6;1;1;1;1;1;1;1;1;1;6;6;6;6;6;2;6;6;6;2;6;6;6;6;6;6;1;6;6;6;1;1;1;36
6;85;3;0;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;1;1;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;74;3;1;6;NA;NA;NA;NA;1;2;2;0;0;0;1;0;0;6;1;6;6;6;1;6;6;6;6;6;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;48;1;5;2;2;4;6;6;6;2;2;0;0;0;1;0;0;1;1;1;1;6;1;1;1;1;6;6;6;6;6;1;1;6;6;6;6;6;6;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;72;2;1;6;NA;NA;NA;NA;3;3;2;0;0;0;0;0;0;1;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;74;3;3;6;NA;NA;NA;NA;3;1;1;0;0;0;0;0;0;1;6;1;1;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;1;6;6;6;1;8;2;NA
6;41;1;5;4;NA;NA;NA;NA;3;4;3;0;1;0;1;1;0;1;6;1;1;1;1;6;1;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;77;2;5;6;NA;NA;NA;NA;6;3;2;0;0;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;49;2;2;2;1;3;1;6;2;4;3;0;0;0;1;2;1;1;1;6;1;1;1;1;1;6;6;1;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;56;2;3;1;1;9;6;6;5;3;2;0;0;0;1;1;0;1;1;6;1;6;1;1;1;6;1;1;1;6;6;1;1;1;6;6;6;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;21;1;3;2;1;9;6;6;2;4;4;0;0;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;6;1;1;1;1;1;1;1;1;1;2;6;1;6;6;6;1;6;6;1;6;6;6;2;6;6;1;1;1;6;2;3;3;107
1;51;1;0;7;NA;NA;NA;NA;1;4;3;0;0;2;0;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;34;2;1;1;2;2;1;6;3;4;5;0;3;0;2;0;0;1;1;1;1;1;1;1;1;1;6;1;1;1;6;1;1;1;1;6;1;1;6;6;6;6;1;1;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;1;6;6;1;6;2;4;3;473
1;44;2;5;4;NA;NA;NA;NA;2;4;4;1;2;0;1;1;0;1;1;1;1;1;1;1;1;1;6;6;1;1;6;1;6;6;6;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;6;2;2;6;6;6;6;6;6;1;6;1;6;1;6;3;3;6;173
1;66;5;1;6;NA;NA;NA;NA;6;1;1;0;0;0;0;0;0;1;1;1;1;6;1;1;1;1;6;1;1;6;6;1;1;6;6;6;1;6;6;6;6;6;1;1;6;1;6;2;6;6;1;6;6;6;6;2;1;2;6;6;6;1;6;6;1;2;8;3;NA
1;41;2;5;4;NA;NA;NA;NA;2;4;4;1;2;0;0;2;0;1;1;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;1;6;6;6;6;6;6;1;1;2;2;2;6;6;6;2;6;6;6;6;6;6;6;1;6;1;1;1;6;6;2;2;5;50
1;64;2;3;1;1;3;6;6;2;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;6;6;1;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;18;1;3;5;NA;NA;NA;NA;6;4;4;1;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;6;6;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;89;1;1;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;NA;NA;1;6;6;1;6;6;6;6;6;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;35;1;3;5;NA;NA;NA;NA;6;4;3;0;0;0;0;1;0;1;1;1;1;1;1;1;1;6;1;6;1;6;6;1;6;6;6;6;1;6;1;1;1;1;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;2;1;4;2
6;53;1;7;1;1;9;6;6;6;1;1;0;0;0;1;0;0;6;1;1;6;1;1;1;1;1;6;6;1;6;6;1;1;1;1;6;1;6;6;1;1;1;1;1;6;1;6;2;2;6;6;6;6;6;6;1;1;6;6;6;6;1;6;6;6;3;4;6;399
1;32;1;7;1;1;8;6;6;5;2;3;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;6;1;1;1;1;1;1;1;1;1;1;6;6;2;6;2;1;2;6;2;6;6;6;6;6;6;1;1;6;6;4;7;11;1051
1;31;1;3;1;1;4;6;6;4;3;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;1;1;1;1;1;1;1;1;1;1;6;6;6;6;2;2;2;1;1;1;1;1;6;1;6;1;1;6;6;3;2;6;57
1;60;2;2;4;NA;NA;NA;NA;1;3;2;0;0;0;0;2;0;1;1;1;1;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;1;6;6;6;1;1;1;29
6;47;2;5;1;2;2;6;6;2;5;2;1;1;0;1;0;0;1;6;1;6;1;1;1;1;6;6;6;6;6;6;1;6;6;6;6;1;1;6;1;1;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;6;1;4;2;405
6;25;1;6;2;1;9;6;6;3;4;4;0;0;0;2;2;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;6;6;6;6;1;6;1;1;1;1;1;1;1;6;6;6;6;6;1;1;1;6;1;6;1;6;6;1;1;1;1;1;6;4;5;18;590
1;44;2;0;2;1;1;1;6;6;4;4;0;2;0;1;1;0;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;2;7
6;37;1;6;1;1;9;6;6;3;1;1;0;0;0;1;0;0;6;1;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;1;6;6;6;6;6;1;1;1;6;6;2;6;6;6;6;6;6;1;6;1;6;6;1;6;1;6;6;6;3;7;7;1015
6;52;3;3;6;NA;NA;NA;NA;2;1;1;0;0;0;0;1;0;9;1;6;1;1;1;1;1;1;6;1;1;1;6;1;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;2;NA;NA;NA;NA;1;1;1;48
6;23;1;3;5;NA;NA;NA;NA;4;4;3;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;1;6;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;1;1;2;2;60
6;34;1;5;1;1;4;6;6;2;1;1;0;0;0;1;0;0;1;1;1;1;6;1;1;1;1;1;1;1;6;6;1;1;1;1;6;1;6;6;6;6;6;1;1;1;1;6;1;6;6;1;6;2;6;6;6;2;6;6;6;6;1;6;6;6;1;8;2;NA
1;85;1;1;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;76;3;2;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;1;1;1;1;6;1;1;1;1;1;6;1;6;6;6;6;6;6;6;6;1;1;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;6;6;6;1;1;2;37
1;35;2;3;2;1;9;6;6;3;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;1;1;6;6;6;6;1;1;2;1;6;6;1;2;2;2;2;1;1;6;2;6;2;2;1;1;1;1;6;2;1;5;28
6;41;2;7;9;NA;NA;NA;NA;1;4;5;1;3;0;0;2;0;1;6;1;1;1;1;1;6;1;6;6;1;1;6;1;6;6;6;6;6;1;6;6;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;46;1;2;7;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;1;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;83;3;0;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;73;2;2;6;NA;NA;NA;NA;3;3;2;0;0;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;37;1;1;4;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;6;1;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;17;1;2;5;NA;NA;NA;NA;6;4;4;1;1;0;2;1;1;1;6;1;1;1;1;1;6;1;1;6;1;1;6;6;6;6;6;6;6;1;1;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;64;1;3;6;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;6;1;1;1;1;1;1;1;1;6;6;1;6;6;1;6;6;6;6;1;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;77;2;1;6;NA;NA;NA;NA;1;3;2;0;0;2;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;77;2;0;9;NA;NA;NA;NA;1;5;4;0;0;2;1;1;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;44;2;3;1;1;4;6;6;3;4;3;1;1;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;1;1;6;1;1;1;1;1;1;1;1;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;1;1;6;6;6;1;2;2;78
1;21;1;3;8;NA;NA;NA;NA;1;5;2;0;0;0;0;2;0;6;1;1;1;1;1;1;6;1;1;1;1;6;6;6;6;6;1;6;6;1;1;6;1;1;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA
